id,room,education,nationality,occupation,cause,hometown,record
4320,1,41,1,99,03070200,440582,230
6150,1,30,1,99,06070102,530103,120
5419,1,90,1,99,05010300,341522,166
6526,3,70,1,99,06015300,341524,69
6368,3,80,8,9,03070301,440224,81
6363,3,70,1,9,03070301,450800,81
6685,1,70,1,99,05010300,420606,124
1049,3,41,1,99,05010300,310120,26
6730,1,60,1,99,06015300,431121,11
6594,3,51,1,99,06013600,310230,29
6604,3,20,1,99,06015300,350924,179
957,5,21,1,9,05010300,310120,3
6405,3,70,1,99,05010300,411526,227
6444,3,60,1,9,06080303,411282,155
5276,5,79,1,4,05011000,320000,134
5373,5,88,1,99,06015300,310104,100
5584,5,10,1,99,03080400,350303,19
6139,5,30,1,99,06015300,310120,89
903,6,20,1,9,05010300,210212,204
5974,2,81,1,99,06080101,331024,80
5832,6,41,1,9,05010300,341100,126
5231,6,90,1,99,04010600,341226,10
5556,6,88,1,99,06080302,511321,37
6112,6,79,1,99,06013600,320324,29
4976,0,70,1,99,05010300,330329,182
5387,0,70,1,99,06013600,310226,153
947,8,30,1,99,05010300,310000,245
1916,8,30,1,9,05010300,310226,54
4131,8,90,1,9,05010300,411528,146
6199,8,70,1,99,06015300,510623,239
791,8,30,1,99,05010300,610000,165
1705,8,30,1,99,05010300,410926,185
2605,8,71,1,99,03050800,310000,1
5263,8,60,3,99,04010600,310000,15
5394,3,70,1,9,05010300,310112,46
4494,12,30,1,99,05010800,310112,174
6630,12,70,1,99,06070102,210400,58
6561,12,80,1,99,06013600,342423,64
1704,13,61,7,99,05010300,533522,185
6877,11,70,1,99,03070100,440923,198
6865,11,80,1,99,05010200,450881,168
6423,13,80,1,99,05010200,511921,137
6453,1,70,1,99,06080200,220283,61
6371,5,70,8,9,03070301,451281,81
6365,6,70,13,99,03070301,450900,81
6443,6,70,1,9,06080303,512081,155
6289,9,80,1,99,05010300,429006,131
6935,3,20,1,99,05010300,341125,53
6878,5,30,1,99,05010700,340800,51
6960,6,41,1,99,05010300,330683,241
4673,12,30,1,9,05010300,620100,218
6933,1,70,1,99,06015300,350524,169
6932,12,80,1,99,06070102,500234,197
6936,1,70,5,99,06070102,653130,141
5694,11,60,1,99,03060600,511500,219
6984,3,60,1,99,06015300,361129,48
1708,11,31,1,99,05010300,330681,185
4516,11,60,1,99,05010300,210282,164
2562,11,30,1,99,05010300,310115,68
5262,11,40,1,99,03041100,310104,123
4740,0,20,1,99,05010300,310101,207
6503,1,70,1,99,06010100,142429,115
4545,5,30,1,99,03041100,330225,188
6603,8,70,1,99,06015300,352229,179
6514,11,70,1,99,05011000,342529,216
6379,11,80,1,99,03070301,440900,81
6881,0,80,1,99,03070100,441623,198
6816,1,70,1,99,06013600,361122,65
6771,6,71,1,99,05010300,513125,79
6751,8,60,1,9,06015300,310226,98
1158,13,71,1,9,06015200,310225,97
925,13,30,1,99,05010700,320925,22
919,13,70,1,99,06080302,350924,172
808,13,90,1,9,03050200,341300,209
7162,5,31,1,99,03070100,520300,240
7090,7,30,1,99,05010300,330225,42
7105,7,30,1,99,05010300,321088,42
7095,7,70,1,99,05010300,341524,42
7089,9,70,1,99,05010300,412724,42
7081,12,71,1,99,05010700,321023,149
7145,2,70,1,99,03041100,310120,231
7130,12,40,1,99,06015300,420624,96
4037,13,71,1,99,04010100,520326,167
2548,13,60,1,99,03060600,350900,27
1022,13,71,1,99,06080101,411324,211
961,13,70,1,99,06080101,140931,70
4161,0,79,2,99,05010300,152221,233
4033,2,60,1,99,06014507,340503,85
5751,0,80,1,99,05010300,341300,208
4173,7,60,1,99,06015200,310112,122
5789,12,80,1,9,06015300,431122,94
5428,1,30,1,99,05010300,310115,104
5553,11,70,2,99,06080101,411326,135
5460,13,80,1,4,06080200,500000,157
2673,5,79,1,99,06013600,370406,205
5356,8,30,1,99,05010300,310112,74
5092,9,60,1,99,05010300,340100,210
1047,5,40,1,9,05010100,430100,99
4990,12,30,1,99,05010300,340800,33
4481,12,60,1,99,05010300,330225,125
2373,5,30,1,99,05010700,360600,73
4831,5,70,1,99,05010300,510821,162
1920,10,41,1,9,05010300,130581,106
1748,6,61,1,99,03041100,320684,23
4247,6,31,1,9,05010300,500224,32
2831,12,70,1,99,03080600,130000,21
6064,5,70,1,99,06080101,231282,112
5605,6,89,1,99,05010700,230500,110
5568,12,70,1,99,06080302,430722,47
6016,0,70,1,99,06070102,410422,133
6111,1,70,1,99,06013600,412828,29
777,8,70,2,99,05010100,210000,55
894,8,71,1,99,03080400,320200,170
4572,8,30,1,99,03041100,310120,224
1585,8,80,1,9,05011000,321023,206
1951,8,60,1,99,05010300,520000,62
4163,3,60,1,99,05010300,510100,32
814,6,41,1,99,06021500,320923,189
4754,8,70,1,99,03041100,411525,152
4745,1,80,1,9,05010300,440825,38
5639,5,70,1,99,06015300,310112,31
5195,6,30,1,4,05010300,210000,159
4558,1,70,1,99,03041100,310120,221
2659,11,70,1,99,03080400,360000,234
4671,11,60,1,9,03080500,370000,186
5022,11,70,12,99,03070100,431200,121
1152,9,20,1,9,05010300,330327,193
5535,0,40,1,99,03041100,310120,57
4548,1,41,1,99,05010300,310120,59
4801,3,10,1,9,05010300,330682,9
5463,11,80,1,4,05010300,420300,52
5558,1,70,1,9,06080101,320322,41
6153,0,30,1,99,05010300,310120,176
