id,room,education,nationality,occupation,cause,hometown,record
1814,28,70,1,9,04010600,430000,410
3537,0,70,1,9,03041100,330000,217
3323,4,90,5,9,05010200,650000,142
450,23,60,1,99,05010300,370600,445
4019,27,70,1,99,05010200,340000,4
3494,36,60,1,9,05010200,520000,246
3806,15,20,1,9,06013600,310000,259
4101,19,80,1,99,05010200,320928,436
1971,34,30,1,9,06080101,350000,480
3360,32,70,1,9,06013600,440000,503
3894,4,70,1,99,06012500,350000,271
3631,8,60,1,99,06015300,320925,238
3286,18,70,1,99,05010200,310104,478
2651,15,80,1,99,02011500,532500,497
3016,30,40,1,99,06080101,530300,448
1398,36,30,1,9,03041100,310000,534
4117,43,79,7,99,06012200,522400,236
4068,19,70,1,99,05010200,310000,74
2773,6,80,1,9,05010300,510000,170
4080,41,80,1,9,04010300,340000,465
291,30,80,1,9,06070103,360000,325
152,4,20,1,9,03041100,440000,272
2853,11,70,1,9,05010100,340000,214
4025,41,30,1,99,05010200,320600,100
3961,22,60,1,99,05010300,370000,461
696,14,30,1,99,03041100,341021,156
2830,23,60,1,99,03041100,310115,277
3532,39,60,1,9,06013600,320000,344
2872,10,80,1,99,06013600,230100,303
1132,33,60,1,99,06013600,410000,475
129,5,30,1,99,05010100,370100,106
2721,11,80,1,9,05010300,520000,367
4058,19,60,1,6,06013600,530000,403
944,39,80,1,9,05011000,220000,447
2601,14,80,1,99,05010300,441581,482
3591,20,70,1,9,05010200,310000,71
3315,26,60,1,99,04010900,370000,427
3600,10,70,1,99,05010200,520000,268
3506,15,70,1,9,06015300,310000,210
126,5,70,1,99,06013600,220422,520
2459,0,20,1,99,03041100,310000,253
2171,7,60,1,99,05010300,500226,367
3222,10,30,1,2,08010100,310000,158
3283,37,90,1,9,05010200,420000,532
4063,43,70,1,99,06070102,360000,18
3007,14,80,5,9,05010200,650000,537
4118,42,70,1,99,04010300,370400,198
3953,8,70,1,9,05011000,340000,331
3238,15,80,1,99,05010200,451302,189
1450,35,40,1,9,05010300,310000,92
2028,5,60,1,99,05010300,321283,408
363,27,70,1,9,05010300,450000,195
1346,6,80,1,9,05010300,340000,413
3355,0,70,1,9,06080101,420000,512
3701,9,70,1,9,03041100,330000,174
3901,9,70,1,99,06011900,440000,313
1112,11,70,1,99,05010300,520324,170
3423,14,80,1,9,06013600,350000,126
4108,21,30,3,99,03080600,310107,419
3499,10,40,1,9,06015300,310000,210
1785,7,60,1,99,03070100,330000,306
2922,3,70,8,9,05010200,450000,87
3690,16,60,1,99,04010901,370481,130
3518,8,30,1,9,05010200,500000,513
666,11,80,1,9,05011000,360000,447
3692,13,80,1,9,06011900,430000,313
442,36,60,1,99,03041100,330211,474
4051,41,30,1,99,04010600,520000,216
3318,8,70,1,9,05010200,340000,144
3877,10,70,1,99,06011900,440000,313
3844,24,80,1,9,05010300,450000,398
3916,4,30,1,99,06013600,310000,45
3978,39,70,1,99,06015300,350000,104
3643,0,80,6,99,06013600,430000,109
4001,10,70,1,99,03041100,230000,235
3053,12,70,1,9,06013600,340000,132
4124,43,30,1,99,04010300,710000,368
2178,5,70,1,99,05010300,500226,367
627,11,81,1,9,05010300,230000,382
3879,35,70,1,99,04010300,310000,47
851,35,40,1,99,05010700,310112,418
2890,7,90,1,9,06015300,310000,107
3026,5,90,1,99,06080101,420607,448
2496,15,30,1,9,03041100,310000,474
3381,8,30,1,9,03043700,510000,351
4029,35,20,1,3,06012200,310000,141
3081,23,70,1,9,05011100,340000,222
3287,3,70,1,99,05010300,340000,285
427,24,60,1,9,04010100,510000,188
2775,24,70,1,99,05010300,510000,367
2053,29,60,1,99,06080101,310115,35
3640,35,80,6,99,06013600,430000,109
4112,42,70,1,99,05010200,341323,197
2476,31,70,1,9,06015300,310000,157
3387,4,40,1,9,05011000,340000,496
2051,14,60,1,99,06080101,350300,35
1932,1,70,1,4,05010200,420984,428
3095,29,80,1,99,05010200,340000,462
2131,4,70,1,9,05010300,520000,367
2644,12,30,1,99,05010300,320124,219
3419,38,80,1,9,03050600,420000,133
4088,42,30,1,99,06013600,320000,39
3078,13,90,5,9,05010200,650000,388
3963,5,30,1,99,06013600,350000,361
3039,34,70,1,9,03080600,210000,466
3483,10,70,1,9,02010600,370000,29
3671,22,70,1,9,06013600,620000,457
2909,25,90,1,99,05010200,522200,165
3900,32,70,1,99,06012500,350000,271
3962,6,70,1,99,05010300,411400,355
1905,24,40,1,9,05010300,330000,55
4031,41,20,1,3,06010405,310000,141
3762,16,70,1,99,05010200,360000,23
3694,8,31,1,9,05010200,360000,111
3627,14,30,1,9,05010200,810000,371
3378,1,70,1,9,06013600,460000,237
237,2,60,1,9,06015200,370000,64
3943,25,70,1,99,04010300,410000,459
706,15,70,1,99,05010300,310115,542
3670,27,70,1,9,06013600,620000,457
985,36,30,1,99,03041100,340300,156
2513,25,30,1,99,03041100,310104,57
3539,7,80,1,9,06013600,340000,221
3602,16,70,1,99,04010300,320000,10
3954,23,70,1,99,03070500,440500,476
3556,10,30,1,9,05010300,510000,511
2702,14,70,1,99,05010300,340000,119
3353,30,80,1,99,06080101,510700,512
3664,34,70,1,9,05010300,350000,15
3987,36,60,1,99,04010600,320000,218
3678,6,70,1,9,06013600,620000,457
4106,19,30,4,99,04010300,513200,114
2992,9,70,1,99,03041100,340000,444
69,3,80,1,9,04010300,510000,212
3650,11,80,1,99,05010300,340400,22
938,39,70,1,99,06015200,230000,305
416,30,30,1,99,05010300,231181,382
3004,13,30,1,99,05010800,310000,506
4018,13,70,1,99,05010200,310000,4
3883,28,31,1,99,03060600,330000,65
4056,42,60,1,99,06013600,530000,403
3109,2,60,1,9,05010300,310000,395
1224,30,60,1,99,05010300,361001,416
3466,8,70,1,4,06011900,440500,313
4105,19,60,1,99,05010200,310105,274
3839,12,70,1,9,02014700,320000,412
3708,16,70,1,9,06015300,350000,440
4134,20,70,1,99,05010300,130000,105
3074,25,70,1,99,04010300,410000,509
325,31,70,1,9,05011000,230000,447
3560,39,40,1,9,06015300,510000,117
1606,29,70,1,9,05010300,420000,9
3575,2,90,1,99,05010200,320921,190
3269,10,70,1,9,05010300,520000,367
2064,13,60,1,99,05010300,310104,185
4130,20,60,1,99,05010200,361100,350
3596,16,80,6,99,06013600,430000,109
3910,3,21,1,9,05010200,340000,85
1942,6,70,1,99,05010100,341300,121
982,23,20,1,99,06011900,420000,446
1925,38,70,1,99,06080101,310000,429
4017,14,70,1,99,05010200,430000,399
3528,14,70,1,99,06010100,410000,471
3299,8,70,1,6,04010100,360000,251
4116,42,20,1,99,05010300,370600,122
3702,17,60,1,9,06015300,340000,145
142,4,70,1,9,06080101,320000,245
1214,23,70,1,99,05010300,361000,416
3385,11,30,1,9,05010300,320000,291
2054,36,60,1,99,06080101,450101,35
3237,33,80,8,99,05010200,451300,189
3841,12,20,1,99,02014700,310104,0
3401,42,80,15,9,05010200,520000,58
4089,43,70,1,99,06013600,620000,457
3441,2,70,1,4,06011900,430000,313
3707,34,70,1,9,06015300,350000,440
3418,31,40,1,99,07010900,341521,180
3334,0,70,1,9,05010200,440000,68
4071,19,70,1,9,05010300,410000,505
2955,4,70,1,5,06015300,230000,30
4037,17,30,1,99,06013600,321100,76
3796,3,60,1,9,06080101,420000,326
3889,32,60,1,99,04010600,340000,110
1646,6,80,1,99,05010300,310110,201
3583,16,60,1,9,05010200,310000,262
1559,35,60,1,99,06013600,310000,317
2991,27,21,1,99,03041100,340000,444
3991,3,70,1,99,05011000,360000,46
3019,4,90,15,99,06080101,500240,448
3997,8,70,1,99,06080101,420000,308
3444,26,70,1,4,06011900,430000,313
3310,9,80,1,9,05010300,220000,102
3557,1,30,1,9,06015300,510000,117
3840,6,20,1,9,06070101,210000,315
3428,24,80,1,99,05010200,310000,175
3804,32,70,1,9,06013600,320000,381
1848,28,40,1,99,03080400,320000,425
2959,31,60,1,9,05010800,310000,460
4046,41,30,1,99,05010300,310000,395
3582,24,70,1,9,05010200,310000,300
2950,31,70,1,9,06015300,370000,30
2657,29,30,1,99,02013407,310101,327
1418,26,70,1,9,06015200,370000,64
3496,4,60,1,9,06080101,340000,467
86,6,70,1,99,04010100,370000,6
3966,7,70,1,99,03060700,340000,483
2863,14,70,1,9,06013600,220000,520
3563,29,90,2,9,05010200,210000,250
2938,8,51,1,99,05010200,320000,342
3121,24,30,1,9,05010300,310000,395
2855,10,30,1,7,04010100,410000,321
4044,41,70,1,99,03041100,360000,258
130,3,70,1,9,06070103,360000,325
3645,24,80,1,99,06013600,341122,405
3500,36,30,1,9,06015300,310000,210
3794,9,60,1,9,05010200,340000,432
1117,15,70,1,99,06060701,330200,44
3972,8,80,1,9,06015300,650000,104
2438,3,70,1,9,05010300,510000,367
3289,38,70,1,99,05010300,340800,285
3939,16,70,1,99,06011900,210000,313
2731,25,70,1,99,03041100,330226,208
3041,12,60,1,99,06070102,310104,357
2056,5,60,1,99,06080101,340200,35
4059,41,70,1,6,06013600,340000,403
3974,0,60,1,99,06013600,210000,90
3335,0,80,1,99,06080101,341300,173
3379,32,70,1,9,06013600,460000,237
4049,36,30,1,5,05010300,330000,389
3449,9,41,1,9,06013600,320000,224
3893,22,60,1,99,06012500,350000,271
1683,3,30,11,99,05010300,210000,531
3657,28,70,1,9,05010200,510000,295
466,36,60,1,99,06080101,310000,77
1754,4,90,1,99,05010200,430900,362
3562,16,31,1,9,06015300,510000,117
670,11,30,1,99,03080400,310112,358
2705,38,20,1,9,05010300,310000,129
3083,24,70,1,9,05010200,320000,3
3944,11,70,1,99,06080101,440000,59
1136,27,90,1,99,06013600,410000,475
2682,9,20,1,9,06011900,320000,333
3054,34,60,1,99,06012200,430700,14
3658,13,70,1,9,06011900,320000,313
3609,16,30,1,9,06013600,420000,39
1534,38,90,1,99,03041100,341281,67
3793,15,20,1,9,06015300,510000,117
4073,19,30,1,99,04010901,310000,454
3979,38,70,1,99,06011900,370000,313
4054,41,70,1,9,06070102,310000,529
3797,8,60,1,9,06080101,410000,326
3309,25,80,1,99,05010300,510000,266
2186,31,70,1,99,05010300,500226,367
3579,6,70,1,9,05010200,350000,120
2531,7,41,1,9,03041100,620000,40
3565,37,31,1,9,04010300,410000,26
3519,3,20,1,9,06015300,350000,210
3480,7,80,1,9,06013600,650000,396
3655,15,70,1,9,06011900,370000,313
3718,28,60,1,9,06011900,370000,313
3577,33,90,1,99,05010200,310000,294
3772,0,70,1,99,06013600,320000,52
4074,42,70,1,99,05010200,410000,370
2103,30,80,1,9,03041100,340000,166
63,9,21,1,99,05010300,310000,83
2687,13,60,1,9,06013600,230000,209
3559,9,30,1,9,06015300,220000,117
1014,23,60,1,99,06080101,220183,2
4052,35,30,1,99,06011900,210000,313
3094,9,80,1,9,05010200,440000,243
3635,22,70,7,99,06013600,510000,109
3813,0,70,1,9,06013600,350000,126
4034,39,41,1,99,06013600,321000,539
3169,37,80,1,99,05010200,450000,284
3460,15,70,1,4,04010300,370000,453
4060,21,60,1,99,05010300,410000,290
1021,25,70,1,99,03041100,341126,156
664,13,70,1,9,06070102,420000,60
4064,21,70,1,99,06070102,360000,18
2805,1,30,1,99,06013600,420000,54
3992,4,80,1,99,05010200,510000,530
2860,1,80,1,9,06013600,340000,520
4081,21,30,1,9,03070100,370000,442
3881,34,80,1,99,05010200,420000,82
4022,41,70,1,99,06013600,320000,90
4102,43,30,1,99,06013600,320000,76
3275,11,80,1,9,05010200,370000,153
3634,25,80,6,99,06013600,431229,109
2552,30,70,1,99,05010200,420000,127
4005,30,70,1,99,05010200,341300,70
4113,42,40,1,99,05010300,310107,260
3160,13,40,1,9,05010300,340000,470
3470,1,40,1,6,06010100,320000,292
3955,24,70,1,9,05011000,310000,331
300,30,80,1,99,06080101,410421,2
3856,7,80,1,9,06060500,340000,73
3377,23,70,1,9,06013600,460000,237
2923,38,70,1,9,05010200,450000,87
3942,11,80,1,99,05010200,360000,215
4028,41,80,1,99,05010200,310000,433
1622,7,80,1,9,06080303,310000,494
3477,8,70,1,99,06013600,220000,369
3731,16,70,1,9,06080101,340000,467
4030,19,30,1,99,06010404,310000,141
3431,0,70,1,3,02014003,310000,375
74,3,70,1,9,06080101,310000,245
3001,36,80,1,9,05010300,430000,343
15,2,70,1,9,04010300,370000,99
676,12,80,1,9,06080101,340000,273
3558,30,30,1,9,06015300,510000,117
958,35,70,1,99,05010300,310000,37
3611,19,10,1,99,06010100,330000,464
2893,24,90,1,99,05010200,210000,430
4066,19,70,1,9,05010200,320000,519
2978,15,70,1,9,05010200,310000,48
2869,16,60,1,9,05010300,130000,129
3439,23,70,1,4,06011900,430000,313
3785,6,70,1,99,05010200,440000,249
3354,28,90,1,9,06080101,340000,512
1652,35,70,1,99,03041100,341100,409
3993,13,21,1,99,05010300,500000,504
2576,38,60,1,9,05010300,310000,395
279,34,30,1,99,05010300,321000,345
1435,38,80,1,9,06070103,500000,139
3715,28,51,1,9,05010300,360000,540
3617,1,80,1,9,05010200,420000,502
4057,21,60,1,6,06013600,530000,403
3632,16,70,1,99,05010200,310113,89
3721,13,80,1,9,06010100,340000,485
1506,4,70,1,9,06080101,620000,59
3020,13,80,1,99,06080101,411528,448
3744,14,70,1,9,06070102,442000,510
4039,32,20,1,2,08010300,310000,184
2124,4,80,1,9,06080101,410000,458
3339,20,80,1,9,05010200,340000,279
1133,11,30,1,99,06013600,320000,202
3091,14,70,1,99,06080101,360124,448
3641,15,80,6,99,06013600,430000,109
3290,37,70,1,9,05010200,310000,376
3569,33,70,1,9,06011900,360000,313
4036,41,30,1,99,06013600,320584,539
3495,30,70,1,9,06080101,340000,467
3391,14,80,1,99,06013600,310113,316
2133,26,80,1,9,05010300,410000,367
332,29,80,1,99,06080101,440000,473
2118,15,40,1,99,05010200,440000,230
3331,5,70,1,9,05010200,310000,265
2912,30,41,1,9,04010300,310000,415
993,29,70,1,9,05010300,320000,240
3653,1,80,1,99,06013600,321300,405
3241,10,70,1,9,06013600,340000,443
3107,25,70,1,99,06080101,340000,373
3628,16,80,1,99,05010200,320000,24
3746,16,20,1,9,06011900,220000,313
899,24,70,1,9,06070102,420000,60
3995,11,70,1,99,06080101,420000,308
3642,29,90,7,99,06013600,510000,109
3774,2,70,15,99,05010200,522228,500
4094,42,70,1,99,06070102,360000,18
3941,26,20,1,99,05011000,340000,496
2136,39,60,3,9,04010600,620000,438
78,3,70,1,5,03041100,320000,269
3646,27,80,1,99,06011900,330800,313
3663,8,70,1,9,05010300,350000,15
3976,2,80,1,99,05010200,510000,286
1515,33,60,1,9,05010300,340000,152
3308,38,40,1,99,06013600,310000,518
3749,22,30,1,9,06015300,310000,270
3326,14,30,1,99,05010300,321283,191
648,2,70,1,9,06070102,370000,407
3996,32,70,1,99,06080101,420000,308
4050,33,70,1,99,05010200,320000,527
3021,37,90,1,99,06013600,320300,386
3052,37,70,1,9,06013600,410000,132
4097,43,20,1,99,06012200,340000,538
3279,15,70,1,9,05010300,320000,75
399,26,60,1,9,06080101,340000,273
4026,42,60,1,99,05010200,310000,252
